Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit
1502,CA-2023-130386,12-11-2023,18-11-2023,Standard Class,NG-18430,Consumer,78745,OFF-ST-10003716,540048,3,2,-472542
1503,CA-2022-100468,24-11-2022,01-12-2022,Standard Class,AT-10435,Home Office,90045,TEC-PH-10001300,3352,2,2,3352
1504,CA-2022-100468,24-11-2022,01-12-2022,Standard Class,AT-10435,Home Office,90045,FUR-FU-10000010,994,2,0,30814
1505,CA-2021-153388,01-08-2021,07-08-2021,Standard Class,PC-19000,Home Office,90004,OFF-AR-10001868,672,4,0,336
1506,CA-2021-153388,01-08-2021,07-08-2021,Standard Class,PC-19000,Home Office,90004,FUR-TA-10003715,1004976,6,2,-1758708
1507,CA-2023-154935,24-12-2023,29-12-2023,Standard Class,AR-10540,Consumer,10024,OFF-BI-10003708,1788,3,2,55875
1508,CA-2022-134208,17-09-2022,23-09-2022,Standard Class,CS-12505,Consumer,31907,TEC-MA-10004458,396,4,0,19008
1509,CA-2023-108294,10-12-2023,10-12-2023,Same Day,LS-16975,Home Office,68104,OFF-BI-10004965,345,3,0,15525
1510,CA-2023-103611,12-09-2023,15-09-2023,First Class,JM-15535,Consumer,90036,FUR-FU-10004270,836,2,0,30096
1511,CA-2023-100384,24-06-2023,01-07-2023,Standard Class,NH-18610,Corporate,91767,OFF-AR-10002135,3856,8,0,111824
1512,CA-2023-100384,24-06-2023,01-07-2023,Standard Class,NH-18610,Corporate,91767,OFF-AR-10003514,3582,9,0,118206
1513,CA-2023-112809,18-08-2023,22-08-2023,Standard Class,RA-19915,Consumer,75220,OFF-ST-10002276,200064,3,2,12504
1514,CA-2023-112809,18-08-2023,22-08-2023,Standard Class,RA-19915,Consumer,75220,OFF-BI-10001098,2138,5,8,-33139
1515,CA-2023-112809,18-08-2023,22-08-2023,Standard Class,RA-19915,Consumer,75220,OFF-BI-10001636,6744,4,8,-114648
1516,US-2023-160759,11-12-2023,17-12-2023,Standard Class,AI-10855,Consumer,19120,FUR-CH-10002961,63686,1,3,-9098
1517,CA-2023-148446,10-12-2023,14-12-2023,Second Class,MC-17845,Consumer,89031,FUR-TA-10004256,16696,4,0,116872
1518,CA-2020-111059,03-02-2020,06-02-2020,Second Class,TB-21400,Consumer,98105,OFF-BI-10004593,8384,2,2,27248
1519,CA-2020-111059,03-02-2020,06-02-2020,Second Class,TB-21400,Consumer,98105,OFF-BI-10002827,13272,3,2,43134
1520,CA-2023-116204,11-02-2023,14-02-2023,Second Class,VW-21775,Corporate,94110,OFF-BI-10001759,21336,7,2,77343
1521,CA-2023-109946,16-04-2023,21-04-2023,Standard Class,PL-18925,Home Office,60610,OFF-AR-10001419,1652,5,2,2065
1522,CA-2021-144806,06-12-2021,11-12-2021,Standard Class,GH-14425,Consumer,85705,FUR-FU-10002253,206112,6,2,489516
1523,CA-2021-144806,06-12-2021,11-12-2021,Standard Class,GH-14425,Consumer,85705,OFF-PA-10002586,1992,5,2,6723
1524,CA-2021-144806,06-12-2021,11-12-2021,Standard Class,GH-14425,Consumer,85705,OFF-PA-10003039,198272,8,2,6196
1525,CA-2021-144806,06-12-2021,11-12-2021,Standard Class,GH-14425,Consumer,85705,OFF-ST-10004804,247104,6,2,-586872
1526,CA-2021-144806,06-12-2021,11-12-2021,Standard Class,GH-14425,Consumer,85705,OFF-AR-10004042,86304,6,2,97092
1527,CA-2022-122392,22-07-2022,27-07-2022,Standard Class,CJ-12010,Consumer,18103,OFF-AR-10002221,416,2,2,364
1528,CA-2022-122392,22-07-2022,27-07-2022,Standard Class,CJ-12010,Consumer,18103,FUR-FU-10002456,11648,2,2,33488
1529,CA-2021-148432,07-11-2021,10-11-2021,Second Class,MC-18130,Corporate,19711,OFF-FA-10004968,2618,7,0,5236
1530,CA-2021-148432,07-11-2021,10-11-2021,Second Class,MC-18130,Corporate,19711,OFF-PA-10001274,73,2,0,3431
1531,CA-2021-103793,26-03-2021,31-03-2021,Standard Class,BV-11245,Corporate,33142,OFF-PA-10001125,74352,3,2,23235
1532,CA-2023-159884,31-08-2023,05-09-2023,Standard Class,JF-15490,Consumer,85281,OFF-ST-10000344,10744,1,2,8058
1533,CA-2023-159884,31-08-2023,05-09-2023,Standard Class,JF-15490,Consumer,85281,OFF-FA-10000585,8376,3,2,27222
1534,CA-2022-139885,04-12-2022,08-12-2022,Standard Class,EB-13840,Corporate,10035,OFF-ST-10003324,21288,6,0,0
1535,CA-2023-124086,10-02-2023,14-02-2023,Standard Class,MP-18175,Home Office,92677,FUR-BO-10004015,203983,2,15,167986
1536,CA-2022-112389,29-10-2022,02-11-2022,Standard Class,JM-15655,Corporate,8302,OFF-ST-10000419,4074,3,0,4074
1537,CA-2022-112389,29-10-2022,02-11-2022,Standard Class,JM-15655,Corporate,8302,OFF-AP-10001626,1167,3,0,30342
1538,CA-2023-121888,15-09-2023,17-09-2023,Second Class,CL-11890,Consumer,2149,TEC-PH-10000439,3999,1,0,115971
1539,CA-2023-121888,15-09-2023,17-09-2023,Second Class,CL-11890,Consumer,2149,OFF-AR-10003478,1628,2,0,6512
1540,CA-2023-121888,15-09-2023,17-09-2023,Second Class,CL-11890,Consumer,2149,FUR-BO-10002545,78294,3,0,2035644
1541,CA-2023-121888,15-09-2023,17-09-2023,Second Class,CL-11890,Consumer,2149,OFF-BI-10001765,24248,7,0,1163904
1542,CA-2020-166884,11-03-2020,16-03-2020,Second Class,CK-12205,Consumer,43229,FUR-FU-10003981,832,5,2,2288
1543,CA-2020-166884,11-03-2020,16-03-2020,Second Class,CK-12205,Consumer,43229,OFF-FA-10001561,10464,6,2,17004
1544,CA-2020-107181,04-02-2020,08-02-2020,Standard Class,DB-13270,Home Office,92024,OFF-BI-10004230,82896,3,2,290136
1545,CA-2020-107181,04-02-2020,08-02-2020,Standard Class,DB-13270,Home Office,92024,OFF-PA-10000350,3424,4,0,160928
1546,CA-2020-150245,31-12-2020,04-01-2021,Second Class,PC-18745,Corporate,13601,FUR-BO-10002613,1573488,7,2,196686
1547,CA-2021-111395,23-11-2021,27-11-2021,Standard Class,VB-21745,Corporate,78207,OFF-PA-10000994,33552,4,2,117432
1548,CA-2021-111395,23-11-2021,27-11-2021,Standard Class,VB-21745,Corporate,78207,OFF-BI-10002867,23912,2,8,-406504
1549,CA-2021-111395,23-11-2021,27-11-2021,Standard Class,VB-21745,Corporate,78207,OFF-ST-10001291,27056,2,2,23674
1550,CA-2020-134278,06-07-2020,08-07-2020,First Class,EP-13915,Consumer,10011,TEC-CO-10001046,559992,1,2,1749975
1551,US-2023-124926,13-11-2023,18-11-2023,Second Class,ME-17320,Home Office,77095,OFF-AP-10004868,9324,6,8,-247086
1552,CA-2022-159345,17-06-2022,22-06-2022,Standard Class,IG-15085,Consumer,92024,OFF-PA-10000806,11196,2,0,548604
1553,CA-2020-130274,03-05-2020,05-05-2020,First Class,JS-15940,Home Office,54915,OFF-LA-10002195,2156,7,0,103488
1554,CA-2023-158386,16-10-2023,21-10-2023,Standard Class,BO-11425,Consumer,40475,OFF-BI-10003719,12475,5,0,57385
1555,CA-2021-111507,06-02-2021,13-02-2021,Standard Class,VW-21775,Corporate,98006,OFF-AR-10001315,528,3,0,15312
1556,CA-2023-120761,04-09-2023,08-09-2023,Standard Class,AB-10150,Consumer,11561,TEC-AC-10000171,9196,4,0,395428
1557,CA-2022-109176,09-05-2022,15-05-2022,Standard Class,JW-16075,Consumer,19140,OFF-EN-10003134,9344,1,2,3504
1558,CA-2022-109176,09-05-2022,15-05-2022,Standard Class,JW-16075,Consumer,19140,OFF-AR-10001955,7936,5,2,992
1559,CA-2021-112116,16-03-2021,18-03-2021,Second Class,JE-15475,Consumer,98103,FUR-TA-10001039,17196,2,0,447096
1560,CA-2022-126809,09-04-2022,13-04-2022,Standard Class,EB-13750,Corporate,98103,OFF-BI-10003712,35352,9,2,128151
1561,CA-2020-105172,04-04-2020,09-04-2020,Standard Class,PK-18910,Home Office,94109,OFF-LA-10001641,189,6,0,9072
1562,CA-2023-107293,05-09-2023,06-09-2023,First Class,CS-12400,Home Office,98115,OFF-AR-10003732,278,1,0,7228
1563,US-2023-102890,30-06-2023,30-06-2023,Same Day,SG-20470,Consumer,10011,FUR-TA-10000577,104463,5,4,-2959785
1564,CA-2021-158554,09-11-2021,09-11-2021,Same Day,CM-12190,Consumer,19134,OFF-PA-10004000,11352,3,2,41151
1565,CA-2020-116239,04-03-2020,04-03-2020,Same Day,CL-12565,Consumer,29203,OFF-ST-10001370,3549,5,0,17745
1566,CA-2021-132101,19-03-2021,25-03-2021,Standard Class,JO-15550,Home Office,98105,TEC-PH-10004539,453576,3,2,396879
1567,CA-2021-129112,29-11-2021,30-11-2021,First Class,AW-10840,Consumer,75002,TEC-AC-10003038,2148,3,2,-2685
1568,CA-2021-129112,29-11-2021,30-11-2021,First Class,AW-10840,Consumer,75002,OFF-BI-10000088,8784,4,8,-136152
1569,US-2023-152002,11-06-2023,11-06-2023,Same Day,DV-13465,Consumer,90004,OFF-PA-10000357,12297,3,0,602553
1570,CA-2023-165029,26-11-2023,30-11-2023,Standard Class,AH-10075,Corporate,30318,OFF-AR-10003504,1284,3,0,37236
1571,US-2020-157385,23-11-2020,25-11-2020,First Class,SC-20095,Consumer,90004,FUR-CH-10000863,60392,5,2,-67941
1572,US-2020-157385,23-11-2020,25-11-2020,First Class,SC-20095,Consumer,90004,OFF-EN-10003160,2184,3,0,104832
1573,US-2020-157385,23-11-2020,25-11-2020,First Class,SC-20095,Consumer,90004,TEC-AC-10003280,2999,1,0,62979
1574,US-2020-157385,23-11-2020,25-11-2020,First Class,SC-20095,Consumer,90004,FUR-CH-10000595,38144,2,2,2384
1575,CA-2020-101602,15-12-2020,18-12-2020,First Class,MC-18100,Consumer,79907,TEC-PH-10000169,4068,3,2,-9153
1576,CA-2020-101602,15-12-2020,18-12-2020,First Class,MC-18100,Consumer,79907,FUR-CH-10004675,76328,5,3,-21808
1577,CA-2022-109057,22-04-2022,27-04-2022,Standard Class,TT-21460,Home Office,60505,OFF-ST-10002406,23952,2,2,23952
1578,CA-2022-154403,23-05-2022,27-05-2022,Standard Class,AP-10720,Home Office,35630,OFF-PA-10001526,498,1,0,24402
1579,CA-2022-102456,27-02-2022,01-03-2022,First Class,DL-12865,Consumer,10011,OFF-AP-10004336,17088,3,0,495552
1580,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,TEC-PH-10003012,30798,2,0,893142
1581,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,FUR-TA-10002607,382806,9,4,-1531224
1582,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,OFF-ST-10000642,4196,2,0,29372
1583,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,OFF-BI-10000545,1217568,2,2,456588
1584,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,FUR-FU-10002157,4704,3,0,183456
1585,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,FUR-FU-10001706,616,2,0,29568
1586,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,TEC-PH-10000984,97995,5,0,274386
1587,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,OFF-PA-10001357,1437,3,0,68976
1588,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,OFF-FA-10000992,1065,3,0,50055
1589,CA-2021-131338,09-08-2021,12-08-2021,First Class,NP-18325,Consumer,10024,TEC-AC-10002600,2478,4,0,34692
1590,CA-2022-109911,12-05-2022,16-05-2022,Standard Class,VG-21805,Corporate,23464,OFF-AR-10001662,1096,4,0,29592
1591,US-2022-132423,15-04-2022,19-04-2022,Standard Class,MY-18295,Corporate,76051,OFF-AR-10001221,33488,7,2,58604
1592,US-2022-132423,15-04-2022,19-04-2022,Standard Class,MY-18295,Corporate,76051,OFF-FA-10002988,804,5,2,29145
1593,CA-2021-122826,23-06-2021,25-06-2021,Second Class,RD-19480,Consumer,98502,TEC-PH-10004830,201568,4,2,226764
1594,CA-2020-117317,19-10-2020,19-10-2020,Same Day,JF-15490,Consumer,90032,OFF-PA-10004519,1344,3,0,65856
1595,CA-2021-118423,24-03-2021,27-03-2021,First Class,DP-13390,Home Office,61604,FUR-BO-10000362,359058,3,3,-359058
1596,CA-2023-149181,08-05-2023,12-05-2023,Standard Class,MD-17350,Consumer,43229,FUR-CH-10004540,47992,2,3,-20568
1597,CA-2023-132234,16-10-2023,18-10-2023,First Class,MY-17380,Corporate,10011,FUR-FU-10001290,5473,13,0,175136
1598,CA-2023-158876,19-11-2023,21-11-2023,Second Class,AB-10150,Consumer,75007,OFF-PA-10000308,16896,4,2,528
1599,CA-2023-158876,19-11-2023,21-11-2023,Second Class,AB-10150,Consumer,75007,OFF-SU-10001165,6672,1,2,5004
1600,CA-2023-158876,19-11-2023,21-11-2023,Second Class,AB-10150,Consumer,75007,OFF-AR-10003373,99136,4,2,86744
1601,CA-2023-158876,19-11-2023,21-11-2023,Second Class,AB-10150,Consumer,75007,FUR-FU-10001967,15992,2,6,-13993
1602,CA-2022-164672,08-05-2022,13-05-2022,Second Class,GB-14530,Corporate,19901,FUR-FU-10001488,21196,2,0,42392
1603,US-2022-132857,11-12-2022,17-12-2022,Standard Class,CA-12775,Consumer,37167,OFF-AR-10003251,6672,3,2,1668
1604,CA-2023-116645,30-11-2023,04-12-2023,Standard Class,ME-17725,Consumer,19711,OFF-AR-10001044,15594,6,0,452226
1605,US-2022-115819,19-04-2022,24-04-2022,Second Class,JO-15280,Consumer,90049,TEC-PH-10004700,3996,5,2,12987
1606,US-2022-115819,19-04-2022,24-04-2022,Second Class,JO-15280,Consumer,90049,OFF-AR-10000823,546,3,0,15288
1607,US-2022-115819,19-04-2022,24-04-2022,Second Class,JO-15280,Consumer,90049,OFF-AR-10004456,732,5,0,21228
1608,US-2022-115819,19-04-2022,24-04-2022,Second Class,JO-15280,Consumer,90049,OFF-BI-10000050,584,1,2,1971
1609,US-2022-115819,19-04-2022,24-04-2022,Second Class,JO-15280,Consumer,90049,OFF-PA-10002377,2272,4,0,10224
1610,US-2022-115819,19-04-2022,24-04-2022,Second Class,JO-15280,Consumer,90049,OFF-BI-10000591,9336,3,2,32676
1611,CA-2020-156349,26-05-2020,30-05-2020,Standard Class,ML-17395,Corporate,90008,FUR-BO-10000362,290666,2,15,273568
1612,CA-2020-156349,26-05-2020,30-05-2020,Standard Class,ML-17395,Corporate,90008,TEC-PH-10000441,201584,2,2,201584
1613,CA-2020-156349,26-05-2020,30-05-2020,Standard Class,ML-17395,Corporate,90008,TEC-PH-10002726,83984,2,2,31494
1614,CA-2023-138380,21-12-2023,25-12-2023,Standard Class,YS-21880,Corporate,94601,OFF-ST-10003306,100002,7,0,2900058
1615,US-2022-113509,15-03-2022,19-03-2022,Standard Class,PL-18925,Home Office,19143,TEC-AC-10004855,83976,3,2,-136461
1616,CA-2021-130022,10-08-2021,16-08-2021,Standard Class,JK-16120,Home Office,55122,OFF-LA-10002787,375,1,0,18
1617,CA-2021-130022,10-08-2021,16-08-2021,Standard Class,JK-16120,Home Office,55122,OFF-LA-10002043,414,4,0,19872
1618,CA-2021-130022,10-08-2021,16-08-2021,Standard Class,JK-16120,Home Office,55122,OFF-AR-10001915,2979,3,0,125118
1619,US-2022-118780,10-09-2022,14-09-2022,Second Class,PN-18775,Home Office,10011,OFF-ST-10000352,5948,2,0,8922
1620,US-2022-118780,10-09-2022,14-09-2022,Second Class,PN-18775,Home Office,10011,OFF-PA-10000575,669,1,0,30774
1621,CA-2023-108560,08-07-2023,15-07-2023,Standard Class,JC-15385,Consumer,98031,FUR-FU-10002937,19846,2,0,9923
1622,CA-2023-108560,08-07-2023,15-07-2023,Standard Class,JC-15385,Consumer,98031,OFF-LA-10003930,78648,8,0,3853752
1623,CA-2023-108560,08-07-2023,15-07-2023,Standard Class,JC-15385,Consumer,98031,OFF-BI-10001107,23168,2,2,78192
1624,CA-2023-108560,08-07-2023,15-07-2023,Standard Class,JC-15385,Consumer,98031,TEC-AC-10003063,50,2,0,105
1625,CA-2021-157084,19-12-2021,24-12-2021,Standard Class,JG-15160,Consumer,90049,TEC-PH-10002922,67596,5,2,84495
1626,CA-2021-157084,19-12-2021,24-12-2021,Standard Class,JG-15160,Consumer,90049,TEC-AC-10002049,126585,3,0,556974
1627,CA-2021-164539,16-11-2021,22-11-2021,Standard Class,PO-19180,Home Office,10011,OFF-AP-10002457,52325,5,0,1412775
1628,CA-2021-143119,24-09-2021,30-09-2021,Standard Class,MC-17275,Consumer,70506,FUR-CH-10001270,5175,6,0,15525
1629,CA-2023-101049,21-06-2023,25-06-2023,Second Class,AS-10240,Consumer,44105,FUR-FU-10004415,1792,5,2,2464
1630,CA-2023-101049,21-06-2023,25-06-2023,Second Class,AS-10240,Consumer,44105,OFF-BI-10001510,41256,6,7,-3438
1631,CA-2022-106530,08-05-2022,08-05-2022,Same Day,CL-12565,Consumer,44105,OFF-ST-10002011,1006056,3,2,880299
1632,CA-2022-106530,08-05-2022,08-05-2022,Same Day,CL-12565,Consumer,44105,OFF-PA-10002986,10688,2,2,37408
1633,CA-2022-106530,08-05-2022,08-05-2022,Same Day,CL-12565,Consumer,44105,OFF-PA-10004451,10368,2,2,36288
1634,CA-2022-106530,08-05-2022,08-05-2022,Same Day,CL-12565,Consumer,44105,OFF-ST-10000649,2512,2,2,157
1635,CA-2022-106530,08-05-2022,08-05-2022,Same Day,CL-12565,Consumer,44105,TEC-AC-10001465,58112,2,2,7264
1636,CA-2020-168984,26-11-2020,02-12-2020,Standard Class,NW-18400,Consumer,97224,OFF-PA-10001166,15552,3,2,54432
1637,CA-2020-168984,26-11-2020,02-12-2020,Standard Class,NW-18400,Consumer,97224,OFF-ST-10001097,66908,5,2,-16727
1638,CA-2020-168984,26-11-2020,02-12-2020,Standard Class,NW-18400,Consumer,97224,TEC-PH-10000038,438336,4,2,-876672
1639,CA-2022-157266,26-05-2022,01-06-2022,Standard Class,TB-21280,Consumer,20016,OFF-PA-10002689,1944,3,0,93312
1640,CA-2022-157266,26-05-2022,01-06-2022,Standard Class,TB-21280,Consumer,20016,OFF-BI-10004728,964,2,0,44344
1641,CA-2022-157266,26-05-2022,01-06-2022,Standard Class,TB-21280,Consumer,20016,OFF-PA-10004675,127,2,0,5842
1642,CA-2022-157266,26-05-2022,01-06-2022,Standard Class,TB-21280,Consumer,20016,FUR-FU-10000629,4137,3,0,173754
1643,US-2020-134712,29-11-2020,04-12-2020,Standard Class,BS-11380,Corporate,60076,OFF-FA-10003112,12624,2,2,3945
1644,CA-2021-111829,19-03-2021,20-03-2021,First Class,FH-14365,Corporate,98115,OFF-ST-10000142,124764,3,0,3493392
1645,CA-2021-111829,19-03-2021,20-03-2021,First Class,FH-14365,Corporate,98115,TEC-CO-10001766,314993,7,0,14804671
1646,CA-2021-111829,19-03-2021,20-03-2021,First Class,FH-14365,Corporate,98115,OFF-PA-10004359,2097,2,0,100656
1647,CA-2021-105221,01-11-2021,03-11-2021,First Class,VM-21685,Home Office,19140,TEC-AC-10002323,3536,2,2,-3094
1648,CA-2021-105221,01-11-2021,03-11-2021,First Class,VM-21685,Home Office,19140,OFF-FA-10001135,3168,2,2,-7128
1649,CA-2021-120341,26-09-2021,29-09-2021,Second Class,SF-20200,Consumer,19143,OFF-BI-10004224,121104,6,7,-10092
1650,CA-2021-120341,26-09-2021,29-09-2021,Second Class,SF-20200,Consumer,19143,TEC-PH-10003357,45894,1,4,-91788
1651,CA-2020-135699,29-08-2020,29-08-2020,Same Day,HH-15010,Corporate,94110,OFF-PA-10004475,10992,2,0,538608
1652,CA-2020-135699,29-08-2020,29-08-2020,Same Day,HH-15010,Corporate,94110,OFF-PA-10003001,1336,2,0,64128
1653,US-2023-132444,18-11-2023,21-11-2023,First Class,CD-12280,Consumer,98105,OFF-ST-10003442,16968,6,0,458136
1654,US-2023-132444,18-11-2023,21-11-2023,First Class,CD-12280,Consumer,98105,TEC-AC-10003832,13252,4,0,543332
1655,US-2023-132444,18-11-2023,21-11-2023,First Class,CD-12280,Consumer,98105,OFF-FA-10000611,296,2,0,14208
1656,US-2023-132444,18-11-2023,21-11-2023,First Class,CD-12280,Consumer,98105,OFF-BI-10001116,8448,2,2,29568
1657,US-2023-132444,18-11-2023,21-11-2023,First Class,CD-12280,Consumer,98105,OFF-ST-10000563,9594,3,0,9594
1658,CA-2020-127159,12-05-2020,15-05-2020,First Class,HL-15040,Consumer,53209,FUR-FU-10000010,3479,7,0,107849
1659,CA-2023-161809,20-01-2023,26-01-2023,Standard Class,TH-21100,Consumer,90045,TEC-PH-10004922,160776,3,2,100485
1660,CA-2023-127285,30-10-2023,06-11-2023,Standard Class,MM-18055,Consumer,98115,OFF-BI-10004330,88752,3,2,27735
1661,CA-2023-127285,30-10-2023,06-11-2023,Standard Class,MM-18055,Consumer,98115,OFF-BI-10002072,13904,2,2,5214
1662,CA-2023-144526,30-04-2023,06-05-2023,Standard Class,QJ-19255,Corporate,19143,TEC-PH-10002549,67758,5,4,-158102
1663,CA-2023-144526,30-04-2023,06-05-2023,Standard Class,QJ-19255,Corporate,19143,OFF-BI-10002353,13896,3,7,-9264
1664,CA-2022-128531,24-11-2022,26-11-2022,Second Class,NS-18505,Consumer,75217,OFF-ST-10001325,4192,5,2,3668
1665,CA-2022-128531,24-11-2022,26-11-2022,Second Class,NS-18505,Consumer,75217,TEC-AC-10002049,297576,3,2,-74394
1666,CA-2022-128531,24-11-2022,26-11-2022,Second Class,NS-18505,Consumer,75217,OFF-FA-10002676,4344,3,2,8688
1667,CA-2022-128531,24-11-2022,26-11-2022,Second Class,NS-18505,Consumer,75217,TEC-AC-10003023,94992,2,2,-23748
1668,CA-2022-128531,24-11-2022,26-11-2022,Second Class,NS-18505,Consumer,75217,OFF-PA-10000167,74352,3,2,23235
1669,CA-2022-128531,24-11-2022,26-11-2022,Second Class,NS-18505,Consumer,75217,OFF-AR-10003405,1404,3,2,15795
1670,US-2021-157154,10-01-2021,15-01-2021,Standard Class,MM-17920,Consumer,10011,FUR-TA-10001889,1018104,4,4,-3733048
1671,CA-2023-159457,19-10-2023,26-10-2023,Standard Class,RD-19480,Consumer,77095,TEC-PH-10002185,1668,3,2,52125
1672,CA-2022-107615,22-03-2022,25-03-2022,First Class,RB-19645,Corporate,89031,TEC-AC-10001013,5858,2,0,193314
1673,CA-2023-111647,03-07-2023,07-07-2023,Standard Class,RD-19585,Consumer,75023,TEC-PH-10002726,167968,4,2,62988
1674,CA-2021-150560,11-12-2021,12-12-2021,First Class,SW-20455,Consumer,23434,OFF-LA-10003930,19662,2,0,963438
1675,CA-2021-143077,17-09-2021,21-09-2021,Standard Class,SF-20965,Corporate,77041,FUR-FU-10003535,21936,2,6,-104196
1676,CA-2021-143077,17-09-2021,21-09-2021,Standard Class,SF-20965,Corporate,77041,OFF-BI-10000088,6588,3,8,-102114
1677,CA-2022-122728,18-05-2022,24-05-2022,Standard Class,EB-13930,Consumer,94110,OFF-ST-10000604,10428,3,0,2607
1678,CA-2022-122728,18-05-2022,24-05-2022,Standard Class,EB-13930,Consumer,94110,OFF-PA-10004040,1794,3,0,87906
1679,CA-2020-122882,07-09-2020,13-09-2020,Standard Class,SB-20290,Corporate,19134,OFF-ST-10002344,64784,1,2,-145764
1680,CA-2020-122882,07-09-2020,13-09-2020,Standard Class,SB-20290,Corporate,19134,TEC-PH-10003589,32382,3,4,43176
1681,CA-2020-122882,07-09-2020,13-09-2020,Standard Class,SB-20290,Corporate,19134,FUR-FU-10000758,42368,2,2,84736
1682,CA-2020-122882,07-09-2020,13-09-2020,Standard Class,SB-20290,Corporate,19134,TEC-MA-10004679,39954,4,7,-559356
1683,US-2022-101497,29-09-2022,01-10-2022,Second Class,PS-18760,Consumer,90008,OFF-PA-10000176,1897,1,0,91056
1684,CA-2022-147585,07-11-2022,12-11-2022,Standard Class,CB-12535,Corporate,94110,FUR-FU-10002597,1482,3,0,62244
1685,CA-2023-149489,24-04-2023,27-04-2023,First Class,DK-12835,Corporate,19143,OFF-AP-10002495,9928,2,2,1241
1686,CA-2023-149489,24-04-2023,27-04-2023,First Class,DK-12835,Corporate,19143,OFF-BI-10002813,1188,2,7,-99
1687,CA-2023-149489,24-04-2023,27-04-2023,First Class,DK-12835,Corporate,19143,OFF-BI-10002414,7518,2,7,-57638
1688,CA-2023-143798,10-12-2023,12-12-2023,First Class,AW-10840,Consumer,19140,OFF-PA-10000788,10368,2,2,36288
1689,CA-2023-143798,10-12-2023,12-12-2023,First Class,AW-10840,Consumer,19140,FUR-FU-10004306,31088,2,2,23316
1690,CA-2020-142839,16-08-2020,20-08-2020,Standard Class,TS-21610,Consumer,19143,FUR-TA-10001539,853092,6,4,-2274912
1691,CA-2023-129833,09-12-2023,15-12-2023,Standard Class,HF-14995,Consumer,46203,OFF-PA-10000575,3345,5,0,15387
1692,CA-2023-129833,09-12-2023,15-12-2023,Standard Class,HF-14995,Consumer,46203,OFF-BI-10004182,104,5,0,5096
1693,US-2022-154361,14-03-2022,19-03-2022,Standard Class,HZ-14950,Consumer,43229,FUR-FU-10004020,2188,5,2,62905
1694,US-2022-158708,26-06-2022,29-06-2022,Second Class,AB-10255,Home Office,75023,TEC-AC-10003133,13616,2,2,35742
1695,CA-2021-156335,25-09-2021,28-09-2021,Second Class,PO-19195,Home Office,7002,TEC-AC-10002006,6396,4,0,198276
1696,CA-2021-156335,25-09-2021,28-09-2021,Second Class,PO-19195,Home Office,7002,OFF-BI-10003314,1446,3,0,70854
1697,CA-2021-156335,25-09-2021,28-09-2021,Second Class,PO-19195,Home Office,7002,TEC-PH-10002726,10498,2,0,5249
1698,CA-2021-148376,27-12-2021,31-12-2021,Standard Class,AG-10900,Consumer,90008,OFF-AP-10000240,10696,2,0,310184
1699,CA-2021-148376,27-12-2021,31-12-2021,Standard Class,AG-10900,Consumer,90008,OFF-LA-10002381,2156,7,0,103488
1700,CA-2020-135657,03-06-2020,07-06-2020,Second Class,SC-20725,Consumer,98115,FUR-TA-10004086,51588,6,0,1134936
1701,CA-2021-114069,13-07-2021,15-07-2021,Second Class,ND-18370,Consumer,10035,OFF-BI-10000320,11808,2,2,42804
1702,CA-2021-114069,13-07-2021,15-07-2021,Second Class,ND-18370,Consumer,10035,FUR-CH-10000595,193104,9,1,32184
1703,CA-2021-114069,13-07-2021,15-07-2021,Second Class,ND-18370,Consumer,10035,OFF-PA-10000349,996,2,0,46812
1704,CA-2020-139857,02-02-2020,06-02-2020,Standard Class,CD-12790,Home Office,92037,OFF-FA-10001843,1235,5,0,58045
1705,CA-2022-106306,08-03-2022,08-03-2022,Same Day,PG-18820,Consumer,85301,OFF-BI-10003676,9702,3,7,-71148
1706,CA-2021-100545,22-11-2021,26-11-2021,Standard Class,IM-15070,Consumer,19120,OFF-BI-10003638,1161,2,7,-9288
1707,CA-2023-123491,30-10-2023,05-11-2023,Standard Class,JK-15205,Consumer,94122,OFF-LA-10003077,4386,6,0,206142
1708,CA-2023-123491,30-10-2023,05-11-2023,Standard Class,JK-15205,Consumer,94122,TEC-PH-10003505,14848,2,2,16704
1709,CA-2023-123491,30-10-2023,05-11-2023,Standard Class,JK-15205,Consumer,94122,OFF-PA-10003424,742,2,0,371
1710,CA-2023-123491,30-10-2023,05-11-2023,Standard Class,JK-15205,Consumer,94122,FUR-CH-10003061,71992,1,2,-8999
1711,CA-2023-123491,30-10-2023,05-11-2023,Standard Class,JK-15205,Consumer,94122,OFF-AR-10003514,199,5,0,6567
